DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Commissions & Fees,AMOUNT,BALANCE
1/1/24,00:00:00,BAL,,Cash balance at the start of business day 01.01 CST,,,,"38,721.30"
1/2/24,00:00:00,TRD,,Cash balance at the start of business day 02.01 CST,,,,"38,721.30"
1/2/24,09:47:08,TRD,1000113297059,SOLD -1 DIAGONAL CVNA 100 17 JAN 25/5 JAN 24 45/30 CALL @1.27 CBOE,-0.04,-1.30,127.00,"38,846.96"
1/2/24,10:23:19,TRD,1000113297315,SOLD -1 AAPL 100 (Weeklys) 12 JAN 24 175 PUT @.21 CBOE,-0.01,-0.65,21.00,"38,867.30"
1/2/24,10:25:55,TRD,1000113297338,SOLD -1 AMZN 100 (Weeklys) 12 JAN 24 139 PUT @.21 MIAX,-0.01,-0.65,21.00,"38,887.64"
1/2/24,10:27:47,TRD,1000113297347,SOLD -1 GOOGL 100 (Weeklys) 12 JAN 24 129 PUT @.21 CBOE,-0.01,-0.65,21.00,"38,907.98"
1/2/24,10:32:57,TRD,1000113297404,BOT +1 AAPL 100 (Weeklys) 12 JAN 24 175 PUT @.20 CBOE,-0.01,-0.65,-20.00,"38,887.32"
1/2/24,11:30:08,TRD,1000113297831,SOLD -1 AAPL 100 (Weeklys) 12 JAN 24 175 PUT @.18 CBOE,-0.01,-0.65,18.00,"38,904.66"
1/3/24,00:00:00,BAL,,Cash balance at the start of business day 03.01 CST,,,,"38,904.66"
1/3/24,14:29:29,TRD,1000116813311,SOLD -1 CALENDAR MRNA 100 21 JUN 24/5 JAN 24 75 CALL @5.08 CBOE,-0.05,-1.30,508.00,"39,411.31"
1/4/24,00:00:00,BAL,,Cash balance at the start of business day 04.01 CST,,,,"39,411.31"
1/5/24,00:00:00,BAL,,Cash balance at the start of business day 05.01 CST,,,,"39,411.31"
1/5/24,11:26:47,TRD,1000121893771,BOT +1 DIAGONAL CVNA 100 17 JAN 25/17 MAY 24 45/30 CALL @-2.01 CBOE,-0.04,-1.30,201.00,"39,610.97"
1/6/24,00:00:00,BAL,,Cash balance at the start of business day 06.01 CST,,,,"39,610.97"
1/7/24,00:00:00,BAL,,Cash balance at the start of business day 07.01 CST,,,,"39,610.97"
1/8/24,00:00:00,BAL,,Cash balance at the start of business day 08.01 CST,,,,"39,610.97"
1/9/24,00:00:00,BAL,,Cash balance at the start of business day 09.01 CST,,,,"39,610.97"
1/9/24,11:45:17,TRD,1000113297348,BOT +1 GOOGL 100 (Weeklys) 12 JAN 24 129 PUT @.02 CBOE,-0.01,,-2.00,"39,608.96"
1/10/24,00:00:00,BAL,,Cash balance at the start of business day 10.01 CST,,,,"39,608.96"
1/10/24,09:25:09,TRD,1000113297339,BOT +1 AMZN 100 (Weeklys) 12 JAN 24 139 PUT @.02 CBOE,-0.01,,-2.00,"39,606.95"
1/10/24,13:39:47,TRD,1000132909593,SOLD -1 GOOGL 100 19 JAN 24 136 PUT @.20,-0.01,-0.65,20.00,"39,626.29"
1/10/24,13:49:40,TRD,1000113297832,BOT +1 AAPL 100 (Weeklys) 12 JAN 24 175 PUT @.02,-0.01,,-2.00,"39,624.28"
1/10/24,14:11:10,TRD,1000133568078,SOLD -1 AMZN 100 19 JAN 24 146 PUT @.19 CBOE,-0.01,-0.65,19.00,"39,642.62"
1/11/24,00:00:00,BAL,,Cash balance at the start of business day 11.01 CST,,,,"39,642.62"
1/11/24,09:49:43,TRD,1000135736662,SOLD -1 ORCL 100 19 JAN 24 100 PUT @.14,-0.01,-0.65,14.00,"39,655.96"
1/12/24,00:00:00,BAL,,Cash balance at the start of business day 12.01 CST,,,,"39,655.96"
1/12/24,14:44:52,TRD,1000139433046,SOLD -1 W 100 19 JAN 24 45 PUT @.18 CBOE,-0.01,-0.65,18.00,"39,673.30"
1/13/24,00:00:00,BAL,,Cash balance at the start of business day 13.01 CST,,,,"39,673.30"
1/14/24,00:00:00,BAL,,Cash balance at the start of business day 14.01 CST,,,,"39,673.30"
1/15/24,00:00:00,BAL,,Cash balance at the start of business day 15.01 CST,,,,"39,673.30"
