DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Commissions & Fees,AMOUNT,BALANCE
1/27/24,00:00:00,BAL,,Cash balance at the start of business day 27.01 CST,,,,"39,864.14"
1/28/24,00:00:00,BAL,,Cash balance at the start of business day 28.01 CST,,,,"39,864.14"
1/29/24,00:00:00,BAL,,Cash balance at the start of business day 29.01 CST,,,,"39,864.14"
1/30/24,00:00:00,BAL,,Cash balance at the start of business day 30.01 CST,,,,"39,864.14"
1/31/24,00:00:00,BAL,,Cash balance at the start of business day 31.01 CST,,,,"39,864.14"
1/31/24,13:45:06,TRD,1000160060030,BOT +2 PYPL 100 (Weeklys) 2 FEB 24 59 PUT @.03 PHLX,-0.02,,-6.00,"39,858.12"
1/31/24,13:46:34,TRD,1000165424416,BOT +2 PYPL 100 (Weeklys) 2 FEB 24 58 PUT @.02 CBOE,-0.02,,-4.00,"39,854.10"
2/1/24,00:00:00,BAL,,Cash balance at the start of business day 01.02 CST,,,,"39,854.10"
2/2/24,00:00:00,BAL,,Cash balance at the start of business day 02.02 CST,,,,"39,854.10"
2/2/24,08:57:52,TRD,1000179634925,SOLD -1 CALENDAR AAPL 100 (Weeklys) 9 FEB 24/2 FEB 24 185 PUT @1.05 ISE,-0.02,-1.30,105.00,"39,957.78"
2/3/24,00:00:00,BAL,,Cash balance at the start of business day 03.02 CST,,,,"39,957.78"
2/4/24,00:00:00,BAL,,Cash balance at the start of business day 04.02 CST,,,,"39,957.78"
2/5/24,00:00:00,BAL,,Cash balance at the start of business day 05.02 CST,,,,"39,957.78"
2/6/24,00:00:00,BAL,,Cash balance at the start of business day 06.02 CST,,,,"39,957.78"
2/7/24,00:00:00,BAL,,Cash balance at the start of business day 07.02 CST,,,,"39,957.78"
2/8/24,00:00:00,BAL,,Cash balance at the start of business day 08.02 CST,,,,"39,957.78"
2/8/24,12:58:37,TRD,1000195438538,SOLD -2 MANU 100 16 FEB 24 18 PUT @.60,-0.03,-1.30,120.00,"40,076.45"
2/8/24,14:56:06,TRD,1000195439146,BOT +1 AAPL 100 (Weeklys) 9 FEB 24 185 PUT @.13 CBOE,-0.01,-0.65,-13.00,"40,062.79"
2/9/24,00:00:00,BAL,,Cash balance at the start of business day 09.02 CST,,,,"40,062.79"
2/9/24,13:21:57,TRD,1000198966669,SOLD -1 AMD 100 16 FEB 24 160 PUT @.40 CBOE,-0.01,-0.65,40.00,"40,102.13"
2/9/24,13:28:21,TRD,1000198966695,SOLD -1 AMZN 100 16 FEB 24 167.5 PUT @.28 CBOE,-0.01,-0.65,28.00,"40,129.47"
2/9/24,13:29:37,TRD,1000198966706,SOLD -1 MU 100 16 FEB 24 80 PUT @.20 PHLX,-0.01,-0.65,20.00,"40,148.81"
2/10/24,00:00:00,BAL,,Cash balance at the start of business day 10.02 CST,,,,"40,148.81"
2/11/24,00:00:00,BAL,,Cash balance at the start of business day 11.02 CST,,,,"40,148.81"
2/12/24,00:00:00,BAL,,Cash balance at the start of business day 12.02 CST,,,,"40,148.81"
2/13/24,00:00:00,BAL,,Cash balance at the start of business day 13.02 CST,,,,"40,148.81"
2/14/24,00:00:00,BAL,,Cash balance at the start of business day 14.02 CST,,,,"40,148.81"
2/14/24,14:46:47,TRD,1000198966670,BOT +1 AMD 100 16 FEB 24 160 PUT @.04 CBOE,-0.01,,-4.00,"40,144.80"
2/15/24,00:00:00,BAL,,Cash balance at the start of business day 15.02 CST,,,,"40,144.80"
2/15/24,08:54:25,TRD,1000212770905,SOLD -1 AMD 100 (Weeklys) 23 FEB 24 165 PUT @1.60 CBOE,-0.01,-0.65,160.00,"40,304.14"
2/16/24,00:00:00,BAL,,Cash balance at the start of business day 16.02 CST,,,,"40,304.14"
2/16/24,02:32:58,DOI,80229492844,BANK INT 011624-021524 TD BANK USA NA 15.19 US$,,,15.19,"40,319.33"
2/16/24,11:31:42,TRD,1000217730201,BOT +1 MANU 100 16 FEB 24 18 PUT @.12 CBOE,-0.01,-0.65,-12.00,"40,306.67"
2/16/24,11:31:51,TRD,1000217730201,BOT +1 MANU 100 16 FEB 24 18 PUT @.12 CBOE,-0.01,-0.65,-12.00,"40,294.01"
2/16/24,12:17:40,TRD,1000198966696,BOT +1 AMZN 100 16 FEB 24 167.5 PUT @.03,-0.01,,-3.00,"40,291.00"
2/16/24,12:20:56,TRD,1000219094006,SOLD -1 TTD 100 (Weeklys) 23 FEB 24 84 PUT @.51 CBOE,-0.01,-0.65,51.00,"40,341.34"
2/16/24,14:36:23,TRD,1000219094748,SOLD -1 DIAGONAL MU 100 (Weeklys) 23 FEB 24/16 FEB 24 79/80 PUT @.90 CBOE,-0.02,-1.30,90.00,"40,430.02"
2/16/24,14:41:32,TRD,1000219094789,SOLD -1 TTD 100 (Weeklys) 23 FEB 24 83 PUT @.46 CBOE,-0.01,-0.65,46.00,"40,475.36"
2/17/24,00:00:00,BAL,,Cash balance at the start of business day 17.02 CST,,,,"40,475.36"
2/18/24,00:00:00,BAL,,Cash balance at the start of business day 18.02 CST,,,,"40,475.36"
2/19/24,00:00:00,BAL,,Cash balance at the start of business day 19.02 CST,,,,"40,475.36"
2/20/24,00:00:00,BAL,,Cash balance at the start of business day 20.02 CST,,,,"40,475.36"
2/21/24,00:00:00,BAL,,Cash balance at the start of business day 21.02 CST,,,,"40,475.36"
2/22/24,00:00:00,BAL,,Cash balance at the start of business day 22.02 CST,,,,"40,475.36"
2/22/24,08:45:22,TRD,1000212770906,BOT +1 AMD 100 (Weeklys) 23 FEB 24 165 PUT @.15 CBOE,-0.01,-0.65,-15.00,"40,459.70"
2/22/24,08:53:36,TRD,1000231104565,BOT +1 MU 100 (Weeklys) 23 FEB 24 79 PUT @.04 BOX,-0.01,,-4.00,"40,455.69"
2/23/24,00:00:00,BAL,,Cash balance at the start of business day 23.02 CST,,,,"40,455.69"
2/23/24,10:09:08,TRD,1000236356309,SOLD -1 DDOG 100 (Weeklys) 1 MAR 24 123 PUT @.50 CBOE,-0.01,-0.65,50.00,"40,505.03"
